# from_timestamp_us, to_timestamp_us, file_index
49812600554, 49812700562, 1020
49812700562, 49812800577, 1022
49812800577, 49812900573, 1024
49812900573, 49813000521, 1026
49813000521, 49813100570, 1028
49813100570, 49813200582, 1030
49813200582, 49813300599, 1032
49813300599, 49813400617, 1034
49813400617, 49813500616, 1036
49813500616, 49813600617, 1038
49813600617, 49813700630, 1040
49813700630, 49813800647, 1042
49813800647, 49813900634, 1044
49813900634, 49814000596, 1046
49814000596, 49814100646, 1048
49814100646, 49814200654, 1050
49814200654, 49814300667, 1052
49814300667, 49814400664, 1054
49814400664, 49814500688, 1056
49814500688, 49814600698, 1058
49814600698, 49814700687, 1060
49814700687, 49814800694, 1062
49814800694, 49814900684, 1064
49814900684, 49815000635, 1066
49815000635, 49815100677, 1068
49815100677, 49815200683, 1070
