# from_timestamp_us, to_timestamp_us, file_index
39583600409, 39583700398, 684
39583700398, 39583800401, 686
39583800401, 39583900403, 688
39583900403, 39584000340, 690
39584000340, 39584100373, 692
39584100373, 39584200402, 694
39584200402, 39584300406, 696
39584300406, 39584400411, 698
39584400411, 39584500417, 700
39584500417, 39584600428, 702
39584600428, 39584700442, 704
39584700442, 39584800448, 706
39584800448, 39584900466, 708
39584900466, 39585000425, 710
39585000425, 39585100483, 712
39585100483, 39585200494, 714
39585200494, 39585300516, 716
39585300516, 39585400526, 718
39585400526, 39585500549, 720
39585500549, 39585600560, 722
39585600560, 39585700554, 724
39585700554, 39585800560, 726
39585800560, 39585900558, 728
39585900558, 39586000501, 730
39586000501, 39586100527, 732
39586100527, 39586200549, 734
39586200549, 39586300546, 736
39586300546, 39586400541, 738
39586400541, 39586500531, 740
39586500531, 39586600514, 742
39586600514, 39586700508, 744
39586700508, 39586800498, 746
39586800498, 39586900498, 748
39586900498, 39587000439, 750
39587000439, 39587100497, 752
39587100497, 39587200484, 754
39587200484, 39587300498, 756
39587300498, 39587400514, 758
39587400514, 39587500534, 760
39587500534, 39587600554, 762
39587600554, 39587700562, 764
39587700562, 39587800568, 766
39587800568, 39587900570, 768
39587900570, 39588000514, 770
39588000514, 39588100536, 772
39588100536, 39588200531, 774
39588200531, 39588300548, 776
39588300548, 39588400538, 778
39588400538, 39588500534, 780
39588500534, 39588600520, 782
39588600520, 39588700518, 784
39588700518, 39588800498, 786
39588800498, 39588900502, 788
39588900502, 39589000464, 790
39597000696, 39597100778, 952
39597100778, 39597200848, 954
39597200848, 39597300886, 956
39597300886, 39597400886, 958
39597400886, 39597500906, 960
39597500906, 39597600902, 962
39597600902, 39597700900, 964
39597700900, 39597800891, 966
39597800891, 39597900884, 968
39597900884, 39598000823, 970
39598000823, 39598100865, 972
39598100865, 39598200871, 974
39598200871, 39598300873, 976
39598300873, 39598400904, 978
39598400904, 39598500924, 980
39598500924, 39598600949, 982
39598600949, 39598700966, 984
39598700966, 39598800993, 986
39598800993, 39598901012, 988
39598901012, 39599000955, 990
39599000955, 39599100985, 992
39599100985, 39599200992, 994
39599200992, 39599300942, 996
39599300942, 39599400910, 998
39599400910, 39599500918, 1000
39599500918, 39599600874, 1002
39599600874, 39599700864, 1004
39599700864, 39599800850, 1006
39599800850, 39599900843, 1008
39599900843, 39600000774, 1010
39600000774, 39600100801, 1012
39600100801, 39600200784, 1014
39600200784, 39600300757, 1016
39600300757, 39600400754, 1018
39600400754, 39600500718, 1020
39600500718, 39600600706, 1022
39600600706, 39600700708, 1024
39600700708, 39600800674, 1026
39600800674, 39600900666, 1028
39600900666, 39601000607, 1030
39601000607, 39601100621, 1032
39601100621, 39601200608, 1034
39601200608, 39601300598, 1036
39601300598, 39601400580, 1038
39601400580, 39601500566, 1040
39601500566, 39601600553, 1042
39601600553, 39601700549, 1044
39601700549, 39601800551, 1046
39601800551, 39601900548, 1048
39601900548, 39602000492, 1050
39602000492, 39602100515, 1052
39602100515, 39602200517, 1054
39602200517, 39602300531, 1056
39602300531, 39602400522, 1058
39602400522, 39602500528, 1060
39602500528, 39602600534, 1062
39602600534, 39602700533, 1064
39602700533, 39602800539, 1066
39602800539, 39602900545, 1068
39602900545, 39603000484, 1070
39603000484, 39603100514, 1072
39603100514, 39603200520, 1074
39603200520, 39603300534, 1076
39603300534, 39603400535, 1078
39603400535, 39603500543, 1080
39603500543, 39603600549, 1082
39603600549, 39603700564, 1084
39603700564, 39603800580, 1086
39603800580, 39603900588, 1088
39603900588, 39604000542, 1090
39604000542, 39604100582, 1092
39604100582, 39604200590, 1094
39604200590, 39604300609, 1096
39604300609, 39604400619, 1098
39604400619, 39604500620, 1100
39608500445, 39608600430, 1182
39608600430, 39608700433, 1184
39608700433, 39608800435, 1186
39608800435, 39608900441, 1188
39608900441, 39609000392, 1190
39609000392, 39609100438, 1192
39609100438, 39609200420, 1194
39609200420, 39609300435, 1196
39609300435, 39609400429, 1198
39609400429, 39609500440, 1200
39609500440, 39609600447, 1202
39609600447, 39609700454, 1204
39609700454, 39609800471, 1206
39609800471, 39609900484, 1208
39609900484, 39610000424, 1210
39610000424, 39610100470, 1212
39610100470, 39610200489, 1214
39610200489, 39610300506, 1216
39610300506, 39610400524, 1218
39610400524, 39610500559, 1220
39610500559, 39610600554, 1222
39610600554, 39610700573, 1224
39610700573, 39610800582, 1226
39610800582, 39610900589, 1228
39610900589, 39611000536, 1230
